sentiment,full_text
1,تلقيت هذا اليوم الجرعه الاولى من لقاح كوفيد ١٩ بعياده الموظفين بمستشفى الليث العام ضمن مشروع توسعه لقاح كورونا ب ال
2,لقاح كورونا لماذا رفض الناس اللقاح
1,الحفاوه الكبيره التي تتلقاها عند اخذ لقاح كورونا تشعرك انك المتفضل ابو سواج الاكسفوردي فخر الصناعه الانجليزيه
2,اريد الغاء موعد لقاح كورونا ولا استطيع وذلك بسبب عدم وجودي في مدينه جده خلال الجرعه الثانيه
1,تلقيت الجرعه الاولى من لقاح كورونا فايزر اليوم الثلاثاء ولله الحمد شكرا للعاملين في مركز لقاحات كورونا ب جامعه
2,لقاح كورونا ابي انتظر تطعيم اكسفورد بلد المنشا والتقنيه ليس سببا للبعض ان ياجل تطعيمه اللقاحات المعتمده فاعله وام
2,الملاحظ ان جميع من وفقه الله لاخذه لقاح فيروسى كورونا يمتدح الاجراءات والتنظيم وحسن التعامل من قبل جميع العاملين بالمراكز الخاصه باعطاء اللقاح وهذا شيء جميل الا ان البعض لازال ينصح بعدم اخذ اللقاح والبعض الاخر مطلق بالثلاثمائه ماياخذ اللقاح عموما شكرا ابطال الصحه
1,من بين اكثر من ٧ مليار شخص على وجه هذا الكوكب يشاء الرحمن بفضله ان تكون على ارض لدوله همها الاول ساكن اراضيها الحمد لله تلقيت اول جرعه ل لقاح كورونا الشكر لله ثم لمليكي وسمو ولي العهد وكل ابطال الصحه على جهودهم الواضحه والجليه السعوديه العظمى
1,لقاح كورونا لقاح الامل نعجز فنستعين بالذي لا يعجزه شيء ونطمئن
1,خذت الجرعه الاولى والاعراض لعبت فيني شوي لقاح كورونا لكنها بسيطه
1,بكره العرس بكره العرس يارب جرعه لزيزه خفيفه فيها الشفا لقاح كورونا
2,ايش الاعراض اللي تظهر لكم بعد اخذ اللقاح لقاح كورونا
1,لقاح كورونا اللهم لك الحمد والشكر تلقيت الجرعه الاولى من فضل الله
0,م راح اخذه حتى لو كل شعبنا اخذه لقاح كورونا
1,ولله الحمد اليوم حرفيا دقائق من الدخول حتى تلقيت الجرعه الاولى من لقاح كورونا كوفيد استقبال مبهج وتنظيم مبهر ما شاهد
2,اسعد الله اوقاتك دكتور خالد الكثير يتساءل لماذا عندما يؤخذ لقاح كورونا نصاب بنفس اعراض كورونا ياليت تعطينا جواب شافي على تساؤلنا لنطمئن لك لف شكر
1,حصلت اليوم على الجرعه الاولى من لقاح كورونا تنظيم اقل مايقال عنه انه اكثر من رائع بوركت جهود ابطال الصحه ونفع الله بهم
1,للتو اخذت الجرعه الاولى من لقاح كورونا شكرا لا تكفي ل قيادتنا لسرعه توفيره للمواطنين و المركز الصحي بالليث للتنظيم المتميز حقيقه
2,لقاح كورونا ودي اخذالقاح بس مالي خلق
1,الوقت صباحا المكان مركز اللقاحات بمركز المعارض بسكاكا المهمه ابطالنا يعملون لتجهيز الخطوه الاخيره للعوده للحيا
1,لقاح كورونا الحمد لله رب العالمين اخذت اليوم الجرعه الاولى من تطعيم اللقاح ضد فايروس كورونا اسال الله ان يجعل فيها حفظا وعافيه ووقايه من كل داء وجزى الله حكومتنا الرشيده على الخدمات الرائعه والمجانيه
2,ليش كل الناس طلع لهم موعد لقاح كورونا وانا لسه قيد تقييم الاهليه
0,هل تعلم ان هناك شكوك حول لقاح كورونا ومن المحتمل جدا ان اللقاح هو عباره عن سم قاتل ببطىء ويبدا بقتل خلايا الجسم
2,فايروس كورونا له لقاح يوقفه الفساد لايوجد له لقاح لوقفه
0,مضت سنه ونصف على اكتشاف الفيرس جبنا البلاد شرقا وغربا وعشنا جميع انواع المناسبات بدون احترازات ولم نجد كورونا الا في اروقه الاعلام وصالات المؤتمرات وابواق منظمه الصحه العالميه لن اتطعم لقاح كورونا لقاح كورونا
2,لقاح كورونا والله عنده حساسيه ماله نصيب
0,لقاح كورونا والله هاللقاح الي مال امه فايده
1,اخذت اللقاح لقاح كورونا
1,تم تاكيد حجزكم لموعد لقاح كورونا كوفيد بالمواعيد التاليه الموعد الاول بتاريخ الموعد الثاني بتاريخ
2,شعور ايدي بعد مااخذت لقاح كورونا غريب مره ويضحك
1,الله يعز حكومتنا لقاح كورونا
0,لقاح كورونا يخوف اكثر من كورونا نفسه
1,اللهم اجعله وقايه و رحمه من كل داء لسائر المؤمنين يارب العالمين تم بحمد الله اخذ الجرعه الاولى من تطعيم ضد ڤيروس كورونا المستجد اليوم لقاح كورونا
2,السلام عليكم انا عندي حساسيه حبوب كبار في الجلد مع حكه قويه تجيني كل ليله هل فيه ضرر اذا تلقحت لقاح كورونا
2,بكره موعد لقاح كورونا و احس خايفه و نفس الوقت متحمسه
2,ول ول لقاح كورونا
2,هذي نتايج الجرعه الاولى من لقاح كورونا
1,تلقيت قبل قليل ولله الحمد الجرعه الاولى من لقاح كورونا سائلين المولى عز وجل ان تكون هذه اللقاحات سببا في انهاء هذه الجائحه
2,مسوي لقاح كورونا ماعليه حجر
2,اللي تلقح بفايزر براند قوي واللي تلقح باكسفورد لقاح اقل شوي وعيبه انه الجرعه الثانيه بعد اكثر من شهرين عكس فايزر
2,لقاح كورونا ثلاث ايام على هالحال والنت كويس عندي احد يعرف السبب
1,الحمدلله اخذت الجرعه الاولى من لقاح كورونا
1,تم بحمد الله اخذ الجرعه الاولى من لقاح فايروس كورونا شكرا شكرا لكل القائمين بمستشفى الامير سعود بن جلوي على التنظيم وحسن الاستقبال صراحه كنت خايف بس بعد التطعيم والتطمينات والرشادات الي اخذتها الان انصح الكل بالتطعيم ربي يحفظكم
1,الله ينفع بها لقاح كورونا الرياض
